date,store_id,product_name,units_sold,revenue,stock_level,promotion,region,day_of_week,month,quarter,year
2024-11-06,S005,Omega-3,17,869.23,144,False,West,Wednesday,11,4,2024
2024-11-07,S005,Ibuprofen,166,1815.45,374,True,East,Thursday,11,4,2024
2024-11-08,S003,Vitamin C,105,1492.36,161,False,North,Friday,11,4,2024
2024-11-09,S005,Omega-3,111,422.96,233,True,West,Saturday,11,4,2024
2024-11-10,S005,Paracetamol,14,1246.87,379,False,East,Sunday,11,4,2024
2024-11-11,S005,Aspirin,95,899.24,143,False,West,Monday,11,4,2024
2024-11-12,S005,Paracetamol,184,1175.64,357,False,East,Tuesday,11,4,2024
2024-11-13,S002,Vitamin D,43,1489.23,187,False,North,Wednesday,11,4,2024
2024-11-14,S002,Vitamin C,64,1622.08,321,False,West,Thursday,11,4,2024
2024-11-15,S003,Paracetamol,128,1695.29,449,True,South,Friday,11,4,2024
2024-11-16,S001,Ibuprofen,180,545.25,473,False,West,Saturday,11,4,2024
2024-11-17,S005,Vitamin D,167,110.68,12,False,East,Sunday,11,4,2024
2024-11-18,S001,Vitamin D,123,1491.62,183,False,North,Monday,11,4,2024
2024-11-19,S001,Paracetamol,154,257.37,110,False,East,Tuesday,11,4,2024
2024-11-20,S003,Paracetamol,35,664.09,414,False,West,Wednesday,11,4,2024
2024-11-21,S005,Vitamin C,145,57.44,289,False,West,Thursday,11,4,2024
2024-11-22,S005,Aspirin,56,1379.26,294,False,South,Friday,11,4,2024
2024-11-23,S004,Paracetamol,122,375.91,450,False,North,Saturday,11,4,2024
2024-11-24,S001,Magnesium,85,1327.8,391,False,North,Sunday,11,4,2024
2024-11-25,S001,Paracetamol,81,1983.9,214,True,West,Monday,11,4,2024
2024-11-26,S002,Omega-3,98,191.71,461,False,North,Tuesday,11,4,2024
2024-11-27,S004,Ibuprofen,55,200.3,119,False,South,Wednesday,11,4,2024
2024-11-28,S002,Magnesium,42,713.74,381,False,East,Thursday,11,4,2024
2024-11-29,S002,Magnesium,10,1739.45,54,True,North,Friday,11,4,2024
2024-11-30,S002,Omega-3,156,470.28,26,False,West,Saturday,11,4,2024
2024-12-01,S003,Omega-3,40,752.74,117,False,East,Sunday,12,4,2024
2024-12-02,S003,Vitamin D,151,183.59,220,False,East,Monday,12,4,2024
2024-12-03,S002,Aspirin,62,1538.15,230,False,South,Tuesday,12,4,2024
2024-12-04,S004,Ibuprofen,57,846.2,52,True,West,Wednesday,12,4,2024
2024-12-05,S001,Vitamin C,78,1530.54,294,False,North,Thursday,12,4,2024
2024-12-06,S004,Magnesium,114,1812.04,320,False,West,Friday,12,4,2024
2024-12-07,S005,Vitamin C,99,503.89,400,False,East,Saturday,12,4,2024
2024-12-08,S003,Paracetamol,199,1624.42,232,False,West,Sunday,12,4,2024
2024-12-09,S001,Paracetamol,72,165.23,157,True,North,Monday,12,4,2024
2024-12-10,S001,Vitamin C,82,1802.75,436,False,North,Tuesday,12,4,2024
2024-12-11,S005,Paracetamol,170,1319.0,268,True,South,Wednesday,12,4,2024
2024-12-12,S005,Aspirin,178,1754.74,20,False,North,Thursday,12,4,2024
2024-12-13,S002,Omega-3,98,50.37,402,False,North,Friday,12,4,2024
2024-12-14,S003,Paracetamol,185,379.71,52,False,West,Saturday,12,4,2024
2024-12-15,S003,Vitamin D,22,810.03,274,False,West,Sunday,12,4,2024
2024-12-16,S004,Paracetamol,82,790.03,312,False,East,Monday,12,4,2024
2024-12-17,S002,Ibuprofen,86,492.12,280,False,South,Tuesday,12,4,2024
2024-12-18,S002,Aspirin,168,794.14,213,False,West,Wednesday,12,4,2024
2024-12-19,S002,Ibuprofen,77,301.25,30,False,North,Thursday,12,4,2024
2024-12-20,S002,Ibuprofen,107,854.88,336,False,East,Friday,12,4,2024
2024-12-21,S003,Vitamin D,134,1614.59,182,True,West,Saturday,12,4,2024
2024-12-22,S003,Aspirin,111,984.19,22,False,South,Sunday,12,4,2024
2024-12-23,S002,Aspirin,141,85.1,31,False,South,Monday,12,4,2024
2024-12-24,S004,Aspirin,111,871.82,445,False,East,Tuesday,12,4,2024
2024-12-25,S001,Aspirin,28,102.99,73,False,East,Wednesday,12,4,2024
2024-12-26,S001,Aspirin,91,1934.17,9,False,East,Thursday,12,4,2024
2024-12-27,S004,Vitamin D,150,298.54,483,True,East,Friday,12,4,2024
2024-12-28,S002,Paracetamol,32,1429.99,455,False,East,Saturday,12,4,2024
2024-12-29,S003,Ibuprofen,92,1946.91,53,False,North,Sunday,12,4,2024
2024-12-30,S001,Aspirin,118,1660.78,51,False,North,Monday,12,4,2024
2024-12-31,S005,Magnesium,84,1413.66,147,True,West,Tuesday,12,4,2024
